id	signs_file	signs_offset	signs_length	signs_type	signs_lang	translation	translation_lang	glosses	topic	signer_id
-0JdYlTf9Y8_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0JdYlTf9Y8_6-5-rgb_front.npy	1079	282	i3d	asl	So my recommendation is not to try and buy a trophy based on how tall it is but take into consideration the materials that it's made of.	en		2	
-0JdYlTf9Y8_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0JdYlTf9Y8_7-5-rgb_front.npy	1360	194	i3d	asl	We use marble bases that are imported directly from Italy.	en		2	
-0JdYlTf9Y8_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0JdYlTf9Y8_8-5-rgb_front.npy	1689	276	i3d	asl	We also put little felt dots on the bottom of the trophies and that keeps them from scratching your furniture when you get home.	en		2	
-0JdYlTf9Y8_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0JdYlTf9Y8_9-5-rgb_front.npy	1964	173	i3d	asl	A lot of times people will try and save money in building a trophy by leaving out these little things.	en		2	
-0N0jbyBW6g_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_0-5-rgb_front.npy	44	13	i3d	asl	Hello.	en		2	
-0N0jbyBW6g_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_1-5-rgb_front.npy	56	158	i3d	asl	We're going to be speaking about cross stitch craft kits today.	en		2	
-0N0jbyBW6g_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_10-5-rgb_front.npy	2196	68	i3d	asl	My name is Daniel King.	en		2	
-0N0jbyBW6g_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_11-5-rgb_front.npy	2263	21	i3d	asl	Thank you.	en		2	
-0N0jbyBW6g_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_2-5-rgb_front.npy	243	166	i3d	asl	My name is Daniel King, and I'm an experienced pattern maker, designer and sewer.	en		2	
-0N0jbyBW6g_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_3-5-rgb_front.npy	408	155	i3d	asl	Cross stitch craft kits are kits that you can order through many craft stores or art supply stores.	en		2	
-0N0jbyBW6g_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_4-5-rgb_front.npy	562	137	i3d	asl	These kits allow you to do different designs.	en		2	
-0N0jbyBW6g_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_5-5-rgb_front.npy	698	361	i3d	asl	What the kit incorporates is a fabric background, usually the different colored threads, and a hoop for hooping and taut, to make the fabric taut.	en		2	
-0N0jbyBW6g_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_6-5-rgb_front.npy	1058	271	i3d	asl	With these designs you can make, typically, any type of plaque, maybe stockings for Christmas, or even portraits.	en		2	
-0N0jbyBW6g_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_7-5-rgb_front.npy	1353	303	i3d	asl	It allows you to take these different threads and stitch one through the fabric and to follow along the design to create whatever design it is.	en		2	
-0N0jbyBW6g_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_8-5-rgb_front.npy	1655	379	i3d	asl	These kits are available in most craft stores, and it gives you some flexibility as to what kind of designs you like.	en		2	
-0N0jbyBW6g_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0N0jbyBW6g_9-5-rgb_front.npy	2033	163	i3d	asl	Again, we're talking about cross stitch....cross stitch craft kits.	en		2	
-0ZqnVFv7eI_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_0-5-rgb_front.npy	14	142	i3d	asl	This is Robert Stewart, with Hill13.com.	en		1	
-0ZqnVFv7eI_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_1-5-rgb_front.npy	157	473	i3d	asl	Now, we're going to talk about some advanced tactics, and the importance of employing all that you've learned in terms of individual drilling, and all of the basic tactical awarenesses and skills you need to have, to function as a highly effective player.	en		1	
-0ZqnVFv7eI_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_2-5-rgb_front.npy	631	179	i3d	asl	When you get into advance tactics, you're talking about a lot of teamwork.	en		1	
-0ZqnVFv7eI_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_3-5-rgb_front.npy	814	752	i3d	asl	You're talking about everyone on your team, having those individual skills down, and being able to use them in concert with one another, so we're going to be going over the taking of buildings, the defending of buildings, and the critical elements required tactically, to integrate a team together, and have them function as a single system, with a goal, where everyone on the team is working together.	en		1	
-0ZqnVFv7eI_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_4-5-rgb_front.npy	1566	123	i3d	asl	A lot of what's required, is stressing the importance of communication.	en		1	
-0ZqnVFv7eI_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_5-5-rgb_front.npy	1688	138	i3d	asl	It's stressing the importance of maintaining your situational awareness.	en		1	
-0ZqnVFv7eI_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0ZqnVFv7eI_6-5-rgb_front.npy	1826	388	i3d	asl	Knowing what's happening with your other team members at all times, and inside of the shifting dynamics, having the tactical skills necessary, to support, defend, and be aggressive, at the same time.	en		1	
-0daC3SWCPQ_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_0-5-rgb_front.npy	16	11	i3d	asl	Hello!	en		5	
-0daC3SWCPQ_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_1-5-rgb_front.npy	26	91	i3d	asl	We are Terry and Laura Neven.	en		5	
-0daC3SWCPQ_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_10-5-rgb_front.npy	1663	199	i3d	asl	When you teach your children at home, it allows you a greater opportunity to have time as a family.	en		5	
-0daC3SWCPQ_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_11-5-rgb_front.npy	1861	135	i3d	asl	One important reason for the benefit of home schooling is academic success.	en		5	
-0daC3SWCPQ_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_12-5-rgb_front.npy	2056	266	i3d	asl	Researh says that the average home school child is 1 to 2 grades levels above their public or private school peers.	en		5	
-0daC3SWCPQ_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_13-5-rgb_front.npy	2321	176	i3d	asl	These are just some of the wonderful benefits why families home school.	en		5	
-0daC3SWCPQ_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_2-5-rgb_front.npy	116	157	i3d	asl	I am the administrator of California educators and principal of Sunland Christian School.	en		5	
-0daC3SWCPQ_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_3-5-rgb_front.npy	272	143	i3d	asl	This clip we will talk about the benefits to home schooling.	en		5	
-0daC3SWCPQ_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_4-5-rgb_front.npy	414	450	i3d	asl	Many families begin to home school not because of concerns of academics or because of concerns of the local public or private school because they are concerned about things relative to the family.	en		5	
-0daC3SWCPQ_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_5-5-rgb_front.npy	863	126	i3d	asl	Home schooling can provide a great opportunity for family unity.	en		5	
-0daC3SWCPQ_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_6-5-rgb_front.npy	988	107	i3d	asl	To do things together, to learn together and to grow together.	en		5	
-0daC3SWCPQ_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_7-5-rgb_front.npy	1094	225	i3d	asl	In specifically Southern California there is a lot of issues relative to a flexibility of schedule.	en		5	
-0daC3SWCPQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_8-5-rgb_front.npy	1318	163	i3d	asl	It is important to understand that home schooling allows for great flexibility.	en		5	
-0daC3SWCPQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0daC3SWCPQ_9-5-rgb_front.npy	1480	184	i3d	asl	Moms are already running around like chickens with their heads cut off, taxing kids here and there.	en		5	
-0oP2H0vAGY_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_1-5-rgb_front.npy	289	185	i3d	asl	"This is a great ""who dun it"" guessing game and you should use a minimum of 6-8 people."	en		9	
-0oP2H0vAGY_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_10-5-rgb_front.npy	2058	141	i3d	asl	When the murderer chooses they will choose a victim and kill them.	en		9	
-0oP2H0vAGY_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_11-5-rgb_front.npy	2214	283	i3d	asl	How they will do that is by shaking their hand and doing a little tickle inside.	en		9	
-0oP2H0vAGY_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_12-5-rgb_front.npy	2496	259	i3d	asl	So just scratching the inside of the hand but doing it very discreetly so that no one else sees when the victim has been killed.	en		9	
-0oP2H0vAGY_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_13-5-rgb_front.npy	2760	407	i3d	asl	They have to shake three more hands just so that it's not obvious who killed them and then they get to choose a way they want to die nice, and big, and dramatic.	en		9	
-0oP2H0vAGY_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_14-5-rgb_front.npy	3170	403	i3d	asl	"So if I was to kill David ""hi, how are you"", he's going to shake three more hands and on the third hand die."	en		9	
-0oP2H0vAGY_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_15-5-rgb_front.npy	3574	478	i3d	asl	Aahh, good, then we have our victim dead lying on the floor and the rest of us have to try to figure out who killed him.	en		9	
-0oP2H0vAGY_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_16-5-rgb_front.npy	4058	302	i3d	asl	Now again only the person running the game and the person that's dead knows, but the person that's dead can't say anything.	en		9	
-0oP2H0vAGY_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_17-5-rgb_front.npy	4361	1331	i3d	asl	"So you vote and the majority wins so whoever you want to, its kind of a witch hunt at this point, you just pick and choose who you think might look suspicious and if that person actually is indeed the murderer lets say you say ""ah"", everyone agrees it was Joe, the person running the game knows if its Joe or not if it was Joe they say ""yes, you guys have won"", if its not they just say ""nope, that is not the murderer"", and you just, Joe has to die though and then the games goes again and again until either the murderer is killed every body off without being killed themselves or until they've been found out by the crowd."	en		9	
-0oP2H0vAGY_18-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_18-5-rgb_front.npy	5745	78	i3d	asl	And that's how you play murderer.	en		9	
-0oP2H0vAGY_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_2-5-rgb_front.npy	474	45	i3d	asl	The more the merrier.	en		9	
-0oP2H0vAGY_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_3-5-rgb_front.npy	519	169	i3d	asl	What you do one, is choose one person who is just going to run the game.	en		9	
-0oP2H0vAGY_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_4-5-rgb_front.npy	688	408	i3d	asl	They don't actually get to participate, so if you are playing this with kids maybe if you have an adult in the room they could choose to be the one running the game or just maybe an adult that doesn't feel like playing if its a group of adults they can run the game.	en		9	
-0oP2H0vAGY_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_5-5-rgb_front.npy	1104	341	i3d	asl	Basically, they are going to have all the adults close their eyes or kids close or cover your eyes and the person running the game will choose one person to be the murderer.	en		9	
-0oP2H0vAGY_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_6-5-rgb_front.npy	1444	77	i3d	asl	They just choose them by tapping them gently on the head.	en		9	
-0oP2H0vAGY_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_7-5-rgb_front.npy	1543	158	i3d	asl	That person is the murderer only they know it and the person running the game knows it.	en		9	
-0oP2H0vAGY_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_8-5-rgb_front.npy	1703	96	i3d	asl	Everybody's eyes open and the game begins.	en		9	
-0oP2H0vAGY_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0oP2H0vAGY_9-5-rgb_front.npy	1807	251	i3d	asl	"You just start walking around the room shaking everybody's hands with a nice greeting ""hi, how are you"", ""hi, how are you""."	en		9	
-0sphqZT1eQ_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_1-5-rgb_front.npy	111	105	i3d	asl	Today I'm going to teach you how to become a competitive baseball player.	en		1	
-0sphqZT1eQ_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_2-5-rgb_front.npy	215	134	i3d	asl	In this segment we're going to demonstrate batting practice with live pitching.	en		1	
-0sphqZT1eQ_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_3-5-rgb_front.npy	357	442	i3d	asl	Now as oppose of the machine, the machine pitches automatic fastballs and an automatic curve balls going from one angle to one angle only.	en		1	
-0sphqZT1eQ_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_4-5-rgb_front.npy	798	422	i3d	asl	Life pitching determines more of a simulated angle of the game as the pitchers as hitters are seeing pitchers from various arm angles to where they can adjust to improve there hitting.	en		1	
-0sphqZT1eQ_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_5-5-rgb_front.npy	1219	173	i3d	asl	This makes to be a more effective hitting practice regiment than the machine.	en		1	
-0sphqZT1eQ_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_6-5-rgb_front.npy	1392	171	i3d	asl	The machine is mainly for timing for fastballs.	en		1	
-0sphqZT1eQ_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_7-5-rgb_front.npy	1562	290	i3d	asl	But as opposed to the live pitching you get various angles, live angles from an actual pitcher when hitting the ball.	en		1	
-0sphqZT1eQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_8-5-rgb_front.npy	1851	314	i3d	asl	Normally for a lefty, you would set this type of a L cage at this and have balls being thrown by a left handed pitcher on this end.	en		1	
-0sphqZT1eQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0sphqZT1eQ_9-5-rgb_front.npy	2164	249	i3d	asl	You can flip the machine over (flip the cage over) in order to throw the ball right handed.	en		1	
-0yRaqY7nTE_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_0-5-rgb_front.npy	57	13	i3d	asl	Hi.	en		10	
-0yRaqY7nTE_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_1-5-rgb_front.npy	69	77	i3d	asl	My name is Daniel Baldwin.	en		10	
-0yRaqY7nTE_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_10-5-rgb_front.npy	2398	422	i3d	asl	We also tow them, so if it's very inoperable and, or you just don't want to drive it in, you can have us come in and we'll tow the vehicle, then you can bring later in that title and we pay at that time.	en		10	
-0yRaqY7nTE_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_2-5-rgb_front.npy	146	107	i3d	asl	I'm the general manager from Kurt's Auto Wrecking in American Fork, Utah.	en		10	
-0yRaqY7nTE_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_3-5-rgb_front.npy	254	114	i3d	asl	And today we're giving you information on selling your junk car in Tampa.	en		10	
-0yRaqY7nTE_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_4-5-rgb_front.npy	377	293	i3d	asl	Now the best thing you can do first of all is to clear your car out with all the stuff that you would like and take your license plates off.	en		10	
-0yRaqY7nTE_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_5-5-rgb_front.npy	675	106	i3d	asl	Now next, there's many companies that you can sell your vehicle to.	en		10	
-0yRaqY7nTE_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_6-5-rgb_front.npy	784	320	i3d	asl	In order to find those type of companies, you can get in the phone book and search, look under recycling centers or scrap yards or salvage yards.	en		10	
-0yRaqY7nTE_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/-0yRaqY7nTE_7-5-rgb_front.npy	1105	718	i3d	asl	Or, you can also go onto a web search like Google and type in any of those keywords again, and they will be able, and you'll pull up a bunch of scrap metal companies or recyclers, and they will be able to help you to find somewhere to sell those vehicles that are no longer operable or you just don't want anymore, and they're not worth a bunch of money.	en		10	
